GenBank Account #, Molecule Type, Molecule Length, Tax ID, Organism Name, Taxonomy
FQ790215.1, Plasmid, 1840, 862259, Mycoplasma mycoides subsp. capri LC str. 95010 (mycoplasmas), Mycoplasma mycoides subsp. capri LC; Mycoplasma mycoides subsp. capri; Mycoplasma mycoides; Mycoplasma mycoides group; Mycoplasma; Mycoplasmataceae; Mycoplasmatales; Mollicutes; Tenericutes; Terrabacteria group; Bacteria; cellular organisms
FR714927.1, Chromosome, 2729540, 889933, Staphylococcus aureus subsp. aureus ECT-R 2 (firmicutes), Staphylococcus aureus subsp. aureus; Staphylococcus aureus; Staphylococcus; Staphylococcaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
FR714928.1, Plasmid, 2241, 889933, Staphylococcus aureus subsp. aureus ECT-R 2 (firmicutes), Staphylococcus aureus subsp. aureus; Staphylococcus aureus; Staphylococcus; Staphylococcaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
FR714929.1, Plasmid, 27271, 889933, Staphylococcus aureus subsp. aureus ECT-R 2 (firmicutes), Staphylococcus aureus subsp. aureus; Staphylococcus aureus; Staphylococcus; Staphylococcaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
FR720602.1, Chromosome, 1958690, 927666, Streptococcus oralis Uo5 (firmicutes), Streptococcus oralis; Streptococcus; Streptococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
FR729477.2, Chromosome, 4553420, 930944, Yersinia enterocolitica subsp. palearctica Y11 (enterobacteria), Yersinia enterocolitica subsp. palearctica; Yersinia enterocolitica; Yersinia; Yersiniaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
FR745874.1, Plasmid, 72460, 930944, Yersinia enterocolitica subsp. palearctica Y11 (enterobacteria), Yersinia enterocolitica subsp. palearctica; Yersinia enterocolitica; Yersinia; Yersiniaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
FR773526.1, Chromosome, 3919740, 941968, Clostridium botulinum H04402 065 (firmicutes), Clostridium botulinum; Clostridium; Clostridiaceae; Clostridiales; Clostridia; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
FR774048.1, Chromosome, 2227255, 942513, Neisseria meningitidis WUE 2594 (b-proteobacteria), Neisseria meningitidis; Neisseria; Neisseriaceae; Neisseriales; Betaproteobacteria; Proteobacteria; Bacteria; cellular organisms
FR856862.1, Chromosome, 3911486, 702113, Novosphingobium sp. PP1Y (a-proteobacteria), Novosphingobium; Sphingomonadaceae; Sphingomonadales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
FR856860.1, Plasmid, 192103, 702113, Novosphingobium sp. PP1Y (a-proteobacteria), Novosphingobium; Sphingomonadaceae; Sphingomonadales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
FR856861.1, Plasmid, 1161602, 702113, Novosphingobium sp. PP1Y (a-proteobacteria), Novosphingobium; Sphingomonadaceae; Sphingomonadales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
FR856859.1, Plasmid, 48714, 702113, Novosphingobium sp. PP1Y (a-proteobacteria), Novosphingobium; Sphingomonadaceae; Sphingomonadales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
FQ859183.1, Chromosome, 3559884, 1034807, Flavobacterium branchiophilum FL-15 (CFB group bacteria), Flavobacterium branchiophilum; Flavobacterium; Flavobacteriaceae; Flavobacteriales; Flavobacteriia; Bacteroidetes; Bacteroidetes/Chlorobi group; FCB group; Bacteria; cellular organisms
FQ859182.1, Plasmid, 3408, 1034807, Flavobacterium branchiophilum FL-15 (CFB group bacteria), Flavobacterium branchiophilum; Flavobacterium; Flavobacteriaceae; Flavobacteriales; Flavobacteriia; Bacteroidetes; Bacteroidetes/Chlorobi group; FCB group; Bacteria; cellular organisms
FQ859181.1, Chromosome, 4757528, 717785, Hyphomicrobium sp. MC1 (a-proteobacteria), Hyphomicrobium; Hyphomicrobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
FR873482.1, Chromosome, 2210574, 347253, Streptococcus salivarius JIM8777 (firmicutes), Streptococcus salivarius; Streptococcus; Streptococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
FR873481.1, Chromosome, 2217184, 1048332, Streptococcus salivarius CCHSS3 (firmicutes), Streptococcus salivarius; Streptococcus; Streptococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
FR878060.1, Chromosome, 4389314, 572418, Mycobacterium africanum GM041182 (high GC Gram+), Mycobacterium africanum; Mycobacterium tuberculosis complex; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
HE572590.1, Chromosome, 4482059, 1048245, Mycobacterium canettii CIPT 140010059 (high GC Gram+), Mycobacterium canettii; Mycobacterium tuberculosis complex; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
FR875178.1, Chromosome, 1929905, 1051074, Streptococcus thermophilus JIM 8232 (firmicutes), Streptococcus thermophilus; Streptococcus; Streptococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP003639.1, Chromosome, 4926837, 646529, Desulfosporosinus acidiphilus SJ4 (firmicutes), Desulfosporosinus acidiphilus; Desulfosporosinus; Peptococcaceae; Clostridiales; Clostridia; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP003640.1, Plasmid, 60447, 646529, Desulfosporosinus acidiphilus SJ4 (firmicutes), Desulfosporosinus acidiphilus; Desulfosporosinus; Peptococcaceae; Clostridiales; Clostridia; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP003641.1, Plasmid, 3897, 646529, Desulfosporosinus acidiphilus SJ4 (firmicutes), Desulfosporosinus acidiphilus; Desulfosporosinus; Peptococcaceae; Clostridiales; Clostridia; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP003257.1, Chromosome, 2231407, 443254, Marinitoga piezophila KA3 (bacteria), Marinitoga piezophila; Marinitoga; Petrotogaceae; Petrotogales; Thermotogae; Thermotogae; Bacteria; cellular organisms
CP003258.1, Plasmid, 13386, 443254, Marinitoga piezophila KA3 (bacteria), Marinitoga piezophila; Marinitoga; Petrotogaceae; Petrotogales; Thermotogae; Thermotogae; Bacteria; cellular organisms
CP003213.1, Chromosome, 2468612, 698968, Corynebacterium diphtheriae HC02 (high GC Gram+), Corynebacterium diphtheriae; Corynebacterium; Corynebacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP003210.1, Chromosome, 2499189, 698963, Corynebacterium diphtheriae C7 (beta) (high GC Gram+), Corynebacterium diphtheriae; Corynebacterium; Corynebacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP003215.1, Chromosome, 2484332, 698970, Corynebacterium diphtheriae HC04 (high GC Gram+), Corynebacterium diphtheriae; Corynebacterium; Corynebacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP003211.1, Chromosome, 2433326, 698965, Corynebacterium diphtheriae CDCE 8392 (high GC Gram+), Corynebacterium diphtheriae; Corynebacterium; Corynebacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP003212.1, Chromosome, 2427149, 698967, Corynebacterium diphtheriae HC01 (high GC Gram+), Corynebacterium diphtheriae; Corynebacterium; Corynebacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP003217.1, Chromosome, 2395441, 698971, Corynebacterium diphtheriae VA01 (high GC Gram+), Corynebacterium diphtheriae; Corynebacterium; Corynebacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP003216.1, Chromosome, 2530683, 698964, Corynebacterium diphtheriae PW8 (high GC Gram+), Corynebacterium diphtheriae; Corynebacterium; Corynebacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP003389.1, Chromosome, 10080619, 1144275, Corallococcus coralloides DSM 2259 (d-proteobacteria), Corallococcus coralloides; Corallococcus; Myxococcaceae; Cystobacterineae; Myxococcales; Deltaproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
CP003403.1, Chromosome, 4962173, 1151116, Rahnella aquatilis HX2 (enterobacteria), Rahnella aquatilis; Rahnella; Yersiniaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP003404.1, Plasmid, 570951, 1151116, Rahnella aquatilis HX2 (enterobacteria), Rahnella aquatilis; Rahnella; Yersiniaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP003405.1, Plasmid, 48515, 1151116, Rahnella aquatilis HX2 (enterobacteria), Rahnella aquatilis; Rahnella; Yersiniaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP003406.1, Plasmid, 75160, 1151116, Rahnella aquatilis HX2 (enterobacteria), Rahnella aquatilis; Rahnella; Yersiniaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP013828.1, Chromosome, 3554854, 1138384, Ruminiclostridium thermocellum AD2 (firmicutes), Ruminiclostridium thermocellum; Ruminiclostridium; Ruminococcaceae; Clostridiales; Clostridia; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP003313.1, Chromosome, 2402218, 1132496, Pasteurella multocida subsp. multocida str. HN06 (g-proteobacteria), Pasteurella multocida subsp. multocida; Pasteurella multocida; Pasteurella; Pasteurellaceae; Pasteurellales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP003314.1, Plasmid, 5360, 1132496, Pasteurella multocida subsp. multocida str. HN06 (g-proteobacteria), Pasteurella multocida subsp. multocida; Pasteurella multocida; Pasteurella; Pasteurellaceae; Pasteurellales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP003385.1, Chromosome, 2337657, 1117942, Corynebacterium pseudotuberculosis P54B96 (high GC Gram+), Corynebacterium pseudotuberculosis; Corynebacterium; Corynebacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP002953.1, Chromosome, 1664587, 1055527, Helicobacter pylori ELS37 (e-proteobacteria), Helicobacter pylori; Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
CP002954.1, Plasmid, 5289, 1055527, Helicobacter pylori ELS37 (e-proteobacteria), Helicobacter pylori; Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
CP002291.1, Chromosome, 4935294, 910348, Escherichia coli P12b (E. coli), Escherichia coli; Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP005960.1, Chromosome, 6778052, 1147786, Pseudomonas mandelii JR-1 (g-proteobacteria), Pseudomonas mandelii; Pseudomonas fluorescens group; Pseudomonas; Pseudomonadaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP005961.1, Plasmid, 410512, 1147786, Pseudomonas mandelii JR-1 (g-proteobacteria), Pseudomonas mandelii; Pseudomonas fluorescens group; Pseudomonas; Pseudomonadaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP002970.1, Chromosome, 5021812, 595495, Escherichia coli KO11FL (E. coli), Escherichia coli; Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP002971.1, Plasmid, 5360, 595495, Escherichia coli KO11FL (E. coli), Escherichia coli; Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP002967.1, Chromosome, 4897452, 566546, Escherichia coli W (E. coli), Escherichia coli; Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP002968.1, Plasmid, 102535, 566546, Escherichia coli W (E. coli), Escherichia coli; Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP002969.1, Plasmid, 5360, 566546, Escherichia coli W (E. coli), Escherichia coli; Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP003252.1, Chromosome, 1902595, 798128, Thermus thermophilus JL-18 (bacteria), Thermus thermophilus; Thermus; Thermaceae; Thermales; Deinococci; Deinococcus-Thermus; Terrabacteria group; Bacteria; cellular organisms
CP003253.1, Plasmid, 265886, 798128, Thermus thermophilus JL-18 (bacteria), Thermus thermophilus; Thermus; Thermaceae; Thermales; Deinococci; Deinococcus-Thermus; Terrabacteria group; Bacteria; cellular organisms
CP003254.1, Plasmid, 142731, 798128, Thermus thermophilus JL-18 (bacteria), Thermus thermophilus; Thermus; Thermaceae; Thermales; Deinococci; Deinococcus-Thermus; Terrabacteria group; Bacteria; cellular organisms
CP003416.1, Chromosome, 4750465, 1160717, Salmonella enterica subsp. enterica serovar Heidelberg str. B182 (enterobacteria), Salmonella enterica subsp. enterica serovar Heidelberg; Salmonella enterica subsp. enterica; Salmonella enterica; Salmonella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP003417.1, Plasmid, 37581, 1160717, Salmonella enterica subsp. enterica serovar Heidelberg str. B182 (enterobacteria), Salmonella enterica subsp. enterica serovar Heidelberg; Salmonella enterica subsp. enterica; Salmonella enterica; Salmonella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP003407.1, Chromosome, 2337628, 1089446, Corynebacterium pseudotuberculosis 267 (high GC Gram+), Corynebacterium pseudotuberculosis; Corynebacterium; Corynebacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP003418.1, Chromosome, 3658997, 945713, Ignavibacterium album JCM 16511 (bacteria), Ignavibacterium album; Ignavibacterium; Ignavibacteriaceae; Ignavibacteriales; Ignavibacteria; Ignavibacteriae; Bacteroidetes/Chlorobi group; FCB group; Bacteria; cellular organisms
CP003422.2, Chromosome, 8819200, 997761, Paenibacillus mucilaginosus K02 (firmicutes), Paenibacillus mucilaginosus; Paenibacillus; Paenibacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP002091.1, Chromosome, 5218947, 768494, Bacillus anthracis str. H9401 (firmicutes), Bacillus anthracis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP002092.1, Plasmid, 181700, 768494, Bacillus anthracis str. H9401 (firmicutes), Bacillus anthracis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP002093.1, Plasmid, 94824, 768494, Bacillus anthracis str. H9401 (firmicutes), Bacillus anthracis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP003414.1, Chromosome, 2901562, 1126011, Listeria monocytogenes 07PF0776 (firmicutes), Listeria monocytogenes; Listeria; Listeriaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP003421.3, Chromosome, 2402956, 1087451, Corynebacterium pseudotuberculosis 31 (high GC Gram+), Corynebacterium pseudotuberculosis; Corynebacterium; Corynebacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP003488.1, Chromosome, 4402109, 1157951, Providencia stuartii MRSN 2154 (enterobacteria), Providencia stuartii; Providencia; Morganellaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP003486.1, Chromosome, 1599280, 1163743, Helicobacter pylori HUP-B14 (e-proteobacteria), Helicobacter pylori; Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
CP003487.1, Plasmid, 8304, 1163743, Helicobacter pylori HUP-B14 (e-proteobacteria), Helicobacter pylori; Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
CP003479.1, Chromosome, 1947646, 182217, Helicobacter cetorum MIT 00-7128 (e-proteobacteria), Helicobacter cetorum; Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
CP003480.1, Plasmid, 12465, 182217, Helicobacter cetorum MIT 00-7128 (e-proteobacteria), Helicobacter cetorum; Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
CP003481.1, Chromosome, 1833666, 1163745, Helicobacter cetorum MIT 99-5656 (e-proteobacteria), Helicobacter cetorum; Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
CP003482.1, Plasmid, 14124, 1163745, Helicobacter cetorum MIT 99-5656 (e-proteobacteria), Helicobacter cetorum; Helicobacter; Helicobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
CP003492.1, Chromosome, 4120406, 1127744, Bacillus sp. JS (firmicutes), Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
